brand,model,year,color,fuel_type,door,gear,motor,body_type,kilometers,currency,price,car_age,price_segment,km_category,sku_id
Fiat,Fiorino,2016,Blanco,Nafta,3.0,Manual,1.4,Furgón,61000,pesos,2789900,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1163
Fiat,Qubo,2014,Rojo,Nafta/Gnc,5.0,Manual,1.4,Monovolumen,118000,pesos,2489900,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1164
Audi,Q5,2013,Blanco,Nafta,5.0,Automática,2.0,Suv,153000,pesos,6700000,12,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1165
Chevrolet,Cruze,2014,Gris,Nafta,4.0,Automática,1.8,Sedán,31000,pesos,3890000,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1166
Baic,X55,2019,Negro,Nafta,5.0,Manual,1.5,Suv,38800,pesos,5780000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1167
Toyota,Corolla,2016,Blanco,Nafta,4.0,Manual,1.8,Sedán,75000,pesos,4400000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1168
Toyota,Hilux,2022,Blanco,Diésel,4.0,Automática,TOYOTA 2.8,Pick-Up,1000,dólares,52900,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1169
Chevrolet,Classic,2014,Plateado,Nafta/Gnc,4.0,Manual,1.4,Sedán,63000,pesos,2158000,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1170
Renault,Kangoo,2013,Plateado,Nafta,3.0,Manual,1.6,Furgón,88000,pesos,2200000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1171
Citroën,C4,2014,Blanco,Nafta,5.0,Manual,1.6,Hatchback,79000,pesos,2189900,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1172
Volkswagen,Polo,2017,Dorado,Nafta,4.0,Automática,1.6,Hatchback,45000,pesos,3689900,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1173
Mercedes-Benz,Clase A,2013,Negro,Nafta,5.0,Manual,1.6,Hatchback,115000,dólares,17500,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1174
Volkswagen,Polo,2017,Dorado,Nafta,5.0,Automática,1.6,Hatchback,45000,pesos,3689900,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1175
Volkswagen,Vento,2016,Negro,Nafta/Gnc,4.0,Automática,2.5,Sedán,172000,pesos,4690000,9,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1176
Dodge,Journey,2018,Negro,Nafta,5.0,Manual,3.6,Suv,59900,pesos,8990000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1177
Chevrolet,Tracker,2017,Gris,Nafta,5.0,Automática,1.8,Suv,41000,pesos,4890000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1178
Peugeot,Partner Patagónica,2015,Blanco,Nafta,4.0,Manual,1.6,Monovolumen,91000,pesos,3200000,10,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1179
Fiat,500,2012,Negro,Nafta,3.0,Manual,1.4,Hatchback,79000,pesos,2500000,13,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1180
Fiat,500,2013,Marrón,Nafta,3.0,Manual,1.4,Hatchback,81262,pesos,2950000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1181
Honda,Hr-V,2016,Violeta,Nafta,5.0,Automática,1.8,Suv,60000,pesos,6290000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1182
Renault,Sandero Stepway,2020,Blanco,Nafta,5.0,Automática,1.6,Hatchback,62850,pesos,3900000,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1183
Hyundai,Santa Fe,2017,Gris,Nafta,5.0,Manual,2.4,Suv,90000,pesos,7880000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1184
Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5.0,Automática,1.4,Suv,48711,pesos,10900000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1185
Ford,Ka,2013,Gris,Nafta,3.0,Manual,1.0,Hatchback,70000,pesos,1750000,12,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1186
Renault,Duster,2017,Blanco,Nafta,5.0,Manual,1.6,Suv,60000,pesos,4250000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1187
Peugeot,Partner,2016,Gris,Diésel,4.0,Manual,1.6,Furgón,74000,pesos,3520000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1188
Volkswagen,Amarok,2019,Azul,Diésel,4.0,Automática,2.0,Pick-Up,69000,pesos,9450000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1189
Citroën,C-Elysée,2019,Azul,Diésel,4.0,Manual,1.6,Sedán,53000,pesos,3650000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1190
Renault,Duster Oroch,2019,Blanco,Nafta,4.0,Manual,1.6,Suv,60000,pesos,4779900,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1191
Fiat,Argo,2019,Gris,Nafta,5.0,Manual,1.3,Hatchback,18000,pesos,3490000,6,Cotizacion en Pesos (Verificar),Nuevo (<20k),1192
Nissan,Sentra,2014,Negro,Nafta,4.0,Automática,2.0,Sedán,96000,pesos,3200000,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1193
Fiat,Cronos,2019,Blanco,Nafta,4.0,Manual,1.8,Sedán,86000,pesos,3490000,6,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1194
Peugeot,408,2013,Gris,Diésel,4.0,Manual,1.6,Sedán,89000,pesos,2689900,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1195
Chevrolet,Spin,2016,Gris,Nafta/Gnc,5.0,Manual,1.8,Monovolumen,98000,pesos,3489900,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1196
Nissan,Kicks,2018,Plateado,Nafta,5.0,Automática,1.6,Hatchback,59000,pesos,5389900,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1197
Citroën,Aircross,2017,Gris,Nafta,5.0,Manual,1.5,Hatchback,61389,pesos,3348000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1198
Chevrolet,Cruze,2014,Gris,Nafta,4.0,Manual,1.8,Sedán,61389,pesos,3402000,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1199
Volkswagen,Suran Cross,2016,Gris,Nafta,5.0,Manual,1.6,Monovolumen,39000,pesos,3990000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1200
Honda,Cr-V,2010,Celeste,Nafta,5.0,Automática,2.4,Suv,138000,dólares,16500,15,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1201
Volkswagen,Saveiro,2020,Blanco,Nafta,2.0,Manual,1.6,Pick-Up,35000,pesos,4589900,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1202
Honda,Fit,2013,Gris,Nafta,5.0,Manual,1.5,Hatchback,110000,pesos,3539000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1203
Ford,Focus Iii,2017,Gris,Nafta,5.0,Manual,1.6,Hatchback,56100,pesos,3726000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1204
Ford,Fiesta Kinetic Design,2017,Celeste,Nafta,5.0,Manual,1.6,Hatchback,43000,pesos,3700000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1205
Fiat,Toro,2017,Rojo,Diésel,4.0,Automática,2.0,Pick-Up,118000,pesos,5900000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1206
Volkswagen,Gol Trend,2009,Plateado,Nafta,5.0,Manual,1.6,Hatchback,119000,pesos,1750000,16,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1207
Bmw,X5,2000,Desconocido,Nafta,5.0,Manual,4.4,Suv,132000,dólares,16000,25,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1208
Ford,Ecosport,2015,Plateado,Nafta,5.0,Manual,1.6,Suv,51834,pesos,3769200,10,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1209
Toyota,Corolla,2011,Gris,Nafta,4.0,Automática,1.8,Sedán,167000,pesos,2930000,14,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1210
Toyota,Hilux,2022,Negro,Diésel,4.0,Desconocido,2.8tdi 223cv,Pick-Up,4000,dólares,60000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1211
Chevrolet,Celta,2012,Rojo,Nafta,3.0,Manual,1.4,Hatchback,101000,pesos,1900000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1212
Bmw,Serie 4,2022,Negro,Nafta,2.0,Automática,2.0,Coupé,21000,dólares,95000,3,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1213
Chevrolet,Onix,2018,Gris,Nafta/Gnc,5.0,Manual,1.4,Hatchback,62300,pesos,3100000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1214
Ford,Fiesta Kinetic Design,2017,Gris,Nafta,5.0,Manual,1.6,Hatchback,44607,pesos,3780000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1215
Peugeot,308,2012,Azul,Nafta,5.0,Manual,2.0,Hatchback,130000,pesos,2850000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1216
Citroën,C3 Picasso,2012,Blanco,Nafta,5.0,Manual,1.6,Hatchback,112000,pesos,2500000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1217
Fiat,Palio,2011,Gris,Nafta,5.0,Manual,1.6,Rural,190000,pesos,1900000,14,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1218
Toyota,Sw4,2020,Gris,Diésel,5.0,Automática,2.8,Suv,71000,dólares,47700,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1219
Ram,1500,2022,Rojo,Nafta,4.0,Automática,5.7,Pick-Up,18000,dólares,64900,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1220
Volkswagen,Taos,2022,Gris,Nafta,5.0,Automática,1.4,Suv,1111,pesos,7970000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1221
Volkswagen,T-Cross,2019,Gris,Nafta,5.0,Automática,1.6,Suv,23000,pesos,6590000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1222
Ford,Focus Iii,2017,Azul,Nafta,4.0,Manual,2.0,Sedán,79000,pesos,4089900,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1223
Ford,Ecosport,2020,Blanco,Nafta,5.0,Automática,1.5,Suv,39000,pesos,4989900,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1224
Ford,Fiesta Kinetic Design,2013,Gris,Nafta,5.0,Manual,1.6,Hatchback,79000,pesos,2649900,12,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1225
Volkswagen,Passat,2017,Blanco,Nafta,4.0,Automática,2.0,Sedán,59000,pesos,8459900,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1226
Fiat,Palio,2015,Negro,Nafta/Gnc,5.0,Manual,1.4,Hatchback,64000,pesos,2350000,10,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1227
Hyundai,Santa Fe,2017,Gris,Nafta,5.0,Manual,2.4,Suv,90000,pesos,7890000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1228
Jeep,Renegade,2018,Rojo,Nafta,5.0,Automática,1.8,Suv,57000,pesos,5990000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1229
Bmw,Serie 1,2010,Plateado,Nafta,3.0,Manual,2.0,Hatchback,125000,dólares,12500,15,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1230
Toyota,Corolla,2018,Desconocido,Nafta,4.0,Automática,1.8,Sedán,16500,pesos,6300000,7,Cotizacion en Pesos (Verificar),Nuevo (<20k),1231
Volkswagen,Amarok,2017,Blanco,Diésel,2.0,Manual,2.0,Pick-Up,115000,pesos,7489000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1232
Citroën,C4 Cactus,2018,Violeta,Nafta,5.0,Automática,1.2,Suv,46000,pesos,4400000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1233
Renault,Sandero,2019,Negro,Nafta,5.0,Manual,1.6,Hatchback,58000,pesos,2510000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1234
Ford,Territory,2021,Blanco,Nafta,5.0,Automática,1.5,Suv,15000,pesos,9300000,4,Cotizacion en Pesos (Verificar),Nuevo (<20k),1235
Chevrolet,Onix,2017,Rojo,Nafta/Gnc,5.0,Manual,1.4,Hatchback,60000,pesos,3499900,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1236
Volkswagen,Voyage,2018,Azul,Nafta,4.0,Manual,1.6,Sedán,38000,pesos,2900000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1237
Toyota,Yaris,2020,Blanco,Nafta,5.0,Manual,1.5,Hatchback,12000,pesos,5900000,5,Cotizacion en Pesos (Verificar),Nuevo (<20k),1238
Volkswagen,Gol Trend,2017,Blanco,Nafta,5.0,Manual,1.6,Hatchback,39000,pesos,3459900,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1239
Renault,Duster,2016,Blanco,Nafta,5.0,Manual,1.6,Suv,76000,pesos,3600000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1240
Peugeot,208,2017,Gris,Nafta,5.0,Manual,1.6,Hatchback,58000,pesos,3799000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1241
Renault,Duster,2015,Negro,Nafta/Gnc,5.0,Manual,2.0,Suv,89400,pesos,4250000,10,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1242
Ford,Fiesta Kinetic Design,2015,Negro,Nafta,5.0,Manual,1.6,Hatchback,89800,pesos,2880000,10,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1243
Honda,Fit,2011,Negro,Nafta,5.0,Manual,1.4,Hatchback,137000,pesos,2200000,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1244
Mitsubishi,L200,2016,Gris,Diésel,4.0,Manual,3.2,Pick-Up,181800,pesos,6490000,9,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1245
Citroën,C4 Spacetourer,2019,Blanco,Nafta,5.0,Automática,1.6,Monovolumen,60000,pesos,7190000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1246
Volkswagen,Saveiro,2020,Blanco,Nafta,2.0,Manual,1.6,Pick-Up,37000,pesos,4589900,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1247
Citroën,Ds4,2013,Blanco,Nafta,5.0,Automática,1.6,Hatchback,79100,pesos,3489900,12,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1248
Toyota,Hilux,2017,Blanco,Diésel,4.0,Automática,2.8,Pick-Up,170000,pesos,8600000,8,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1249
Mercedes-Benz,Clase C,2008,Plateado,Nafta,4.0,Automática,2.2,Sedán,250000,dólares,10599,17,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1250
Nissan,Sentra,2020,Blanco,Nafta,4.0,Automática,2.0,Sedán,30000,pesos,7950000,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1251
Peugeot,308,2017,Azul,Nafta,5.0,Manual,1.6,Hatchback,42000,dólares,28500,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1252
Peugeot,Expert,2014,Blanco,Diésel,3.0,Manual,2.0,Monovolumen,130000,pesos,3990000,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1253
Ford,Ecosport,2015,Plateado,Nafta,5.0,Manual,1.6,Suv,51000,pesos,3490000,10,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1254
Honda,Fit,2013,Blanco,Nafta,5.0,Manual,1.5,Hatchback,82012,pesos,3564000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1255
Peugeot,408,2013,Desconocido,Nafta,4.0,Manual,2.0,Sedán,129400,pesos,2890000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1256
Volkswagen,Vento,2011,Gris,Nafta,4.0,Automática,2.5,Sedán,89000,pesos,3449900,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1257
Volkswagen,Polo,2018,Gris,Nafta,5.0,Automática,1.6,Hatchback,109000,pesos,3789900,7,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1258
Mercedes-Benz,Clase Gla,2015,Negro,Nafta,5.0,Automática,1.6,Suv,86000,dólares,34990,10,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1259
Volkswagen,Amarok,2018,Blanco,Diésel,4.0,Manual,2.0,Pick-Up,79000,pesos,7899900,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1260
Honda,Fit,2013,Blanco,Nafta,5.0,Manual,1.5,Hatchback,82000,pesos,3150000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1261
Toyota,Etios,2017,Blanco,Nafta,5.0,Manual,1.5,Hatchback,84000,pesos,2950000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1262
Renault,Duster Oroch,2019,Blanco,Nafta,4.0,Manual,1.6,Suv,62000,pesos,4459900,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1263
Chevrolet,Cruze,2014,Plateado,Nafta,4.0,Manual,1.8,Sedán,61000,pesos,3150000,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1264
Volkswagen,Vento,2012,Plateado,Nafta,4.0,Automática,2.0,Sedán,196000,dólares,13499,13,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1265
Volkswagen,Polo,2017,Gris,Nafta,4.0,Manual,1.6,Hatchback,49000,pesos,3485000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1266
Renault,Kwid,2020,Rojo,Nafta,5.0,Manual,1.0,Hatchback,39000,pesos,3189900,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1267
Renault,Mégane Iii,2016,Azul,Nafta,4.0,Manual,1.6,Hatchback,69000,pesos,3289900,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1268
Toyota,Corolla Cross,2022,Negro,Híbrido/Nafta,5.0,Automática,1.8,Suv,2000,pesos,12490000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1269
Peugeot,308,2012,Blanco,Nafta,5.0,Manual,1.6,Hatchback,79000,pesos,2689900,13,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1270
Toyota,Hilux,2020,Plateado,Diésel,4.0,Automática,2.8,Pick-Up,57700,dólares,35499,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1271
Hyundai,Tucson,2011,Plateado,Nafta,5.0,Manual,2.0,Suv,137000,pesos,3489900,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1272
Ford,Focus Iii,2015,Blanco,Nafta,5.0,Automática,2.0,Hatchback,79000,pesos,3589900,10,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1273
Fiat,500,2014,Azul,Nafta,3.0,Manual,1.4,Hatchback,69000,pesos,2989900,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1274
Chevrolet,Trailblazer,2021,Gris,Diésel,5.0,Automática,2.8,Suv,23000,pesos,13949900,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1275
Chevrolet,Onix,2016,Rojo,Nafta/Gnc,5.0,Automática,1.4,Hatchback,60000,pesos,3189900,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1276
Subaru,Xv,2011,Blanco,Nafta,5.0,Automática,2.0,Hatchback,204000,pesos,2500000,14,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1277
Fiat,Uno,2010,Rojo,Nafta,5.0,Manual,,Desconocido,128000,pesos,1760000,15,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1278
Toyota,Hilux,2019,Blanco,Diésel,4.0,Automática,2.8,Pick-Up,64000,pesos,12489000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1279
Jeep,Renegade,2017,Gris,Nafta,5.0,Automática,1.8,Suv,62000,pesos,5889000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1280
Toyota,Rav4,2010,Negro,Nafta,5.0,Automática,2.4,Suv,98000,pesos,3700000,15,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1281
Chevrolet,Prisma,2017,Negro,Nafta/Gnc,4.0,Manual,1.4,Sedán,69000,pesos,3089900,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1282
Audi,A1,2016,Gris,Nafta,3.0,Automática,1.4,Hatchback,46000,pesos,6489900,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1283
Audi,A3 Sportback,2011,Blanco,Nafta,5.0,Automática,2.0,Hatchback,89000,pesos,4389900,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1284
Peugeot,308,2016,Blanco,Nafta,5.0,Manual,1.6,Hatchback,161000,pesos,2800000,9,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1285
Peugeot,208,2022,Negro,Nafta,5.0,Manual,1.6,Hatchback,500,pesos,4630000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1286
Toyota,Sw4,2011,Negro,Diésel,5.0,Manual,3.0 TD,Suv,140000,dólares,26990,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1287
Volkswagen,Gol Trend,2013,Gris,Nafta,5.0,Manual,1.6,Hatchback,130000,dólares,8000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1288
Audi,A4,2011,Gris,Nafta,4.0,Automática,2.0,Sedán,99100,pesos,3989900,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1289
Renault,Logan,2016,Desconocido,Nafta,4.0,Manual,1.6,Sedán,37300,pesos,3050000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1290
Honda,Hr-V,2017,Blanco,Nafta,5.0,Automática,1.8,Suv,77000,pesos,7150000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1291
Volkswagen,Suran,2015,Plateado,Nafta,5.0,Manual,1.6,Monovolumen,65000,pesos,3450500,10,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1292
Ford,Fiesta Kinetic Design,2017,Plateado,Nafta,5.0,Manual,1.6,Hatchback,44000,pesos,3500000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1293
Volkswagen,Amarok,2019,Dorado,Diésel,4.0,Automática,2.0,Pick-Up,88000,pesos,8500000,6,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1294
Chevrolet,Celta,2013,Desconocido,Nafta,3.0,Manual,1.4,Hatchback,109000,pesos,1690000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1295
Peugeot,408,2012,Gris,Nafta,4.0,Automática,1.6,Sedán,95000,pesos,2750000,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1296
Peugeot,3008,2020,Gris,Nafta,5.0,Automática,1.6,Suv,45800,pesos,10500000,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1297
Chevrolet,Onix,2017,Negro,Nafta,5.0,Manual,1.4,Hatchback,112000,pesos,3250000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1298
Ford,Fiesta Kinetic Design,2013,Violeta,Nafta,5.0,Manual,1.6,Hatchback,79000,pesos,2649900,12,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1299
Toyota,Hilux,2019,Gris,Diésel,4.0,Automática,2.8,Pick-Up,51600,pesos,11900000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1300
Toyota,Corolla,2019,Marrón,Nafta,4.0,Automática,1.8,Sedán,49000,pesos,6690000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1301
Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5.0,Automática,1.4,Suv,48700,pesos,10900000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1302
Volkswagen,Saveiro,2019,Gris,Nafta,2.0,Manual,1.6,Pick-Up,86000,pesos,5099999,6,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1303
Citroën,C3,2017,Blanco,Nafta,5.0,Manual,1.5,Hatchback,96400,pesos,3290000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1304
Ford,Focus Iii,2017,Rojo,Nafta,5.0,Automática,2.0,Hatchback,26000,pesos,5390000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1305
Citroën,C3,2014,Blanco,Nafta,5.0,Manual,1.6,Hatchback,119000,pesos,2550000,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1306
Peugeot,308,2014,Blanco,Nafta,5.0,Manual,1.6,Hatchback,74000,pesos,2990000,11,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1307
Volkswagen,Gol Trend,2018,Gris,Nafta,5.0,Manual,1.6,Hatchback,55000,pesos,3300000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1308
Chevrolet,Tracker,2017,Gris,Nafta,5.0,Automática,1.8,Suv,41000,pesos,4690000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1309
Renault,Duster,2019,Plateado,Nafta,5.0,Manual,1.6,Suv,59000,pesos,5099999,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1310
Volkswagen,Gol Trend,2018,Gris,Nafta,5.0,Manual,1.6,Hatchback,55000,pesos,3299999,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1311
Ford,Ranger,2021,Gris,Diésel,4.0,Automática,3.2,Pick-Up,61000,pesos,11850000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1312
Chevrolet,S10,2016,Blanco,Diésel,4.0,Manual,2.8,Pick-Up,152000,pesos,4900000,9,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1313
Toyota,Corolla,2021,Negro,Nafta,4.0,Automática,1.8,Sedán,29200,pesos,7300000,4,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1314
Renault,Sandero,2020,Blanco,Nafta,5.0,Automática,1.6,Hatchback,62400,pesos,3900000,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1315
Peugeot,5008,2018,Gris,Nafta,5.0,Manual,1.6,Monovolumen,52000,pesos,8500000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1316
Mercedes-Benz,Clase C,2009,Azul,Nafta,4.0,Automática,3.0,Sedán,105000,dólares,14500,16,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1317
Mercedes-Benz,Clase Gla,2017,Gris,Nafta,5.0,Automática,1.6,Suv,60000,dólares,43990,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1318
Ford,Fiesta Kinetic Design,2019,Plateado,Nafta/Gnc,5.0,Manual,1.6,Hatchback,38000,pesos,4000000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1319
Volkswagen,Up!,2016,Gris,Nafta,3.0,Manual,1.0,Hatchback,25000,pesos,3000000,9,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1320
Ram,1500,2022,Gris,Nafta,4.0,Automática,5.7,Pick-Up,8000,dólares,77500,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1321
Jeep,Renegade,2020,Blanco,Nafta,5.0,Automática,1.8,Suv,40000,pesos,7390000,5,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1322
Bmw,Serie 2,2021,Celeste,Nafta,2.0,Automática,3.0,Coupé,2500,dólares,89990,4,Cotizacion en Pesos (Verificar),Nuevo (<20k),1323
